Year,Time,Home Team,Home Score,Away Score,Away Team,Odd 1,Odd X,Odd 2
2021,19:00,Santos,2,0,Fortaleza,2.78,2.98,2.82
2021,21:30,Fluminense,1,0,Internacional,2.39,3.04,3.26
2021,21:30,Sao Paulo,0,0,Athletico-PR,1.84,3.26,4.85
2021,21:30,Palmeiras,2,2,Atletico-MG,4.64,3.58,1.79
2021,21:00,Gremio,2,2,Flamengo RJ,2.03,3.56,3.55
2021,19:00,Atletico GO,1,1,Juventude,2.13,3.02,3.97
2021,19:00,Bahia,0,0,Cuiaba,1.85,3.31,4.67
2021,17:00,Fluminense,2,0,America MG,2.17,3.16,3.61
2021,16:00,Corinthians,2,0,Santos,1.74,3.35,5.67
2021,21:30,Internacional,1,2,Flamengo RJ,3.89,3.44,2.00
2021,21:00,Atletico GO,1,1,Ceara,2.28,3.14,3.38
2021,19:00,Atletico-MG,2,0,Juventude,1.32,5.06,10.13
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2022,16:00,America MG,1,1,Atletico GO,1.59,4.30,5.21
2022,16:00,Athletico-PR,3,0,Botafogo RJ,2.18,3.27,3.45
2022,16:00,Bragantino,0,1,Fluminense,2.44,3.53,2.79
2022,16:00,Ceara,4,1,Juventude,1.67,3.89,5.07
2022,16:00,Corinthians,0,1,Atletico-MG,3.05,3.11,2.48
2022,16:00,Cuiaba,2,1,Coritiba,1.94,3.41,4.07
2022,16:00,Goias,0,4,Sao Paulo,4.92,3.83,1.70
2022,16:00,Internacional,3,0,Palmeiras,2.52,3.46,2.74
2022,16:00,Santos,0,2,Fortaleza,3.30,3.31,2.24
2022,16:00,Flamengo RJ,1,2,Avai,1.17,7.58,15.88
2022,20:00,Atletico-MG,3,0,Cuiaba,1.47,4.20,7.34
2022,20:00,Botafogo RJ,3,0,Santos,2.21,3.27,3.40
2022,21:30,Atletico GO,1,1,Athletico-PR,2.10,3.43,3.50
2022,21:30,Juventude,2,2,Flamengo RJ,5.56,3.79,1.64
2022,21:30,Palmeiras,2,1,America MG,1.52,4.52,5.65
2022,20:30,Fortaleza,6,0,Bragantino,1.81,3.60,4.47
2022,19:00,Avai,2,0,Ceara,4.08,3.35,1.96
2022,19:00,Coritiba,2,2,Corinthians,2.86,2.96,2.74
2022,19:00,Fluminense,3,0,Goias,1.37,5.09,7.83
2022,21:30,Sao Paulo,0,1,Internacional,1.86,3.52,4.29
2022,20:00,Atletico-MG,0,2,Botafogo RJ,1.62,3.76,5.98
2022,18:30,Cuiaba,1,1,Palmeiras,3.69,3.42,2.04
2022,16:00,Coritiba,1,0,Flamengo RJ,3.55,3.31,2.13
2022,16:00,Fortaleza,1,1,Atletico GO,1.66,3.87,5.27
2022,21:00,Internacional,2,0,Athletico-PR,1.88,3.48,4.35
2022,20:30,Corinthians,1,0,Ceara,1.87,3.29,4.62
2022,19:00,Bragantino,1,4,America MG,2.00,3.51,3.74
2022,19:00,Goias,1,0,Juventude,1.68,3.79,5.28
2022,16:30,Fluminense,3,1,Sao Paulo,2.06,3.49,3.63
2022,16:30,Santos,1,1,Avai,1.39,4.58,8.85
2022,21:30,Flamengo RJ,1,2,Corinthians,1.70,3.68,5.15
2022,21:30,Palmeiras,4,0,Fortaleza,1.45,4.60,6.91
2022,19:00,Atletico GO,2,3,Santos,1.97,3.37,4.01
2022,19:00,Avai,1,2,Bragantino,3.42,3.28,2.20
2022,19:00,Juventude,0,1,Coritiba,2.55,3.18,2.87
2022,16:00,America MG,1,0,Internacional,2.39,3.22,3.10
2022,16:00,Athletico-PR,3,2,Goias,1.59,4.01,5.80
2022,21:30,Sao Paulo,2,2,Atletico-MG,2.52,2.97,3.13
2022,19:00,Botafogo RJ,0,2,Cuiaba,1.86,3.30,4.73
2022,20:00,Ceara,0,1,Fluminense,3.36,3.22,2.25
2022,19:30,Goias,0,0,Corinthians,2.82,3.01,2.74
2022,20:00,Cuiaba,1,0,Avai,1.84,3.39,4.60
2022,19:30,Atletico-MG,1,0,Juventude,1.21,6.50,14.30
2022,19:00,Fortaleza,3,1,Coritiba,1.47,4.30,7.00
2022,19:00,Sao Paulo,2,1,Atletico GO,1.65,3.80,5.40
2023,21:30,Bahia,4,1,Atletico-MG,2.53,3.53,2.70
2023,21:30,Coritiba,0,2,Corinthians,3.27,3.23,2.31
2023,21:30,Cruzeiro,1,1,Palmeiras,3.93,2.86,2.26
2023,21:30,Cuiaba,3,0,Athletico-PR,2.31,3.11,3.39
2023,21:30,Fluminense,2,3,Gremio,2.08,3.79,3.28
2023,21:30,Internacional,3,1,Botafogo RJ,2.09,3.36,3.66
2023,21:30,Santos,1,2,Fortaleza,1.94,3.30,4.37
2023,21:30,Sao Paulo,1,0,Flamengo RJ,3.37,3.31,2.22
2023,21:30,Vasco,2,1,Bragantino,2.18,3.33,3.45
2023,19:00,Goias,1,0,America MG,1.72,3.99,4.56
2023,18:30,America MG,3,2,Bahia,3.74,3.68,1.96
2023,18:30,Athletico-PR,3,0,Santos,1.97,3.38,4.08
2023,18:30,Botafogo RJ,0,0,Cruzeiro,1.92,3.44,4.18
2023,18:30,Bragantino,1,0,Coritiba,1.20,7.19,12.99
2023,18:30,Fortaleza,1,0,Goias,1.41,4.53,8.25
2023,18:30,Gremio,1,0,Vasco,1.84,3.57,4.42
2023,16:00,Flamengo RJ,2,1,Cuiaba,1.37,4.69,9.55
2023,16:00,Palmeiras,1,0,Fluminense,1.27,5.84,10.74
2023,21:00,Atletico-MG,2,1,Sao Paulo,1.66,3.62,6.03
2023,18:00,Corinthians,1,2,Internacional,2.54,2.86,3.31
2023,20:30,Bragantino,1,2,Fortaleza,1.80,3.65,4.58
