Year,Time,Home Team,Home Score,Away Score,Away Team,Odd 1,Odd X,Odd 2
2022,20:00,Cuiaba,1,0,Avai,-119,+239,+359
2022,19:30,Atletico-MG,1,0,Juventude,-476,+550,+1330
2022,19:00,Fortaleza,3,1,Coritiba,-213,+330,+600
2022,19:00,Sao Paulo,2,1,Atletico GO,-154,+280,+440
2022,21:45,Corinthians,0,2,Fluminense,+125,+209,+252
2022,21:45,Goias,2,2,America MG,+198,+216,+150
2022,21:45,Internacional,2,1,Ceara,-159,+273,+476
2022,19:30,Botafogo RJ,2,1,Bragantino,+129,+219,+229
2022,21:45,Flamengo RJ,3,2,Santos,-256,+371,+719
2022,21:45,Athletico-PR,1,3,Palmeiras,+518,+281,-169
2022,20:00,Fortaleza,0,0,Atletico-MG,+142,+199,+227
2022,18:00,Atletico GO,1,0,Ceara,+127,+219,+229
2022,18:00,Coritiba,1,1,Internacional,+307,+240,-105
2022,18:00,Cuiaba,1,2,Goias,-139,+261,+409
2022,16:00,Juventude,1,2,Sao Paulo,+351,+243,-118
2022,16:00,Fluminense,2,2,Botafogo RJ,-118,+245,+349
2022,21:00,Palmeiras,3,0,Avai,-625,+642,+1716
2022,19:00,America MG,1,2,Flamengo RJ,+177,+225,+163
2022,19:00,Santos,0,1,Corinthians,+160,+188,+215
2022,16:30,Bragantino,4,2,Athletico-PR,+112,+231,+257
2022,20:00,Sao Paulo,3,1,Coritiba,-250,+351,+751
2022,20:00,Bragantino,0,2,Santos,-102,+221,+320
2022,19:00,Athletico-PR,1,0,Coritiba,-149,+271,+440
2022,19:00,Avai,0,3,Fluminense,+312,+231,-103
2022,18:00,Botafogo RJ,0,1,Internacional,+167,+212,+179
2022,18:00,Juventude,1,1,Atletico GO,+177,+215,+169
2022,16:00,Ceara,1,1,Cuiaba,+102,+208,+332
2022,16:00,Palmeiras,0,0,Sao Paulo,-156,+285,+444
2022,20:30,America MG,1,2,Fortaleza,+114,+227,+258
2022,20:30,Flamengo RJ,1,0,Atletico-MG,+159,+204,+196
2022,20:00,Santos,4,1,Juventude,-217,+318,+678
2022,18:30,Atletico GO,1,1,Palmeiras,+476,+292,-164
2022,18:00,Atletico-MG,0,0,Ceara,-227,+329,+705
2022,18:00,Coritiba,2,1,Bragantino,+152,+212,+199
2022,18:00,Fluminense,0,2,America MG,-159,+292,+457
2022,16:00,Fortaleza,2,0,Avai,-208,+305,+672
2022,16:00,Sao Paulo,0,1,Botafogo RJ,-145,+273,+424
2022,11:00,Internacional,4,2,Goias,-256,+367,+731
2022,21:00,Corinthians,2,1,Athletico-PR,+114,+212,+283
2022,19:00,Cuiaba,1,2,Flamengo RJ,+263,+219,+116
2022,20:00,America MG,1,2,Sao Paulo,+168,+217,+175
2022,20:00,Avai,1,2,Botafogo RJ,+160,+200,+199
2022,19:00,Palmeiras,4,0,Coritiba,-435,+536,+1094
2022,21:30,Flamengo RJ,0,0,Internacional,-256,+371,+705
2022,21:30,Santos,1,2,Atletico-MG,+225,+206,+140
2022,19:30,Athletico-PR,1,1,Fortaleza,+104,+225,+299
2022,19:00,Atletico GO,3,2,Fluminense,+218,+224,+134
2022,19:00,Bragantino,2,1,Cuiaba,-106,+222,+346
2022,19:00,Ceara,1,1,Goias,-147,+267,+447
2022,21:30,Juventude,2,2,Corinthians,+355,+229,-112
2022,20:00,Botafogo RJ,1,3,Palmeiras,+405,+256,-133
2022,21:00,Corinthians,2,0,Cuiaba,-149,+244,+514
2022,19:00,Athletico-PR,2,0,Juventude,-217,+330,+620
2022,19:00,Avai,1,2,Atletico GO,+120,+217,+252
2022,19:00,Flamengo RJ,4,1,Bragantino,-233,+347,+638
2022,19:00,Goias,0,1,Fortaleza,+185,+199,+170
2022,15:00,Atletico-MG,2,0,Fluminense,-135,+250,+417
2022,15:00,Ceara,1,2,America MG,+100,+224,+305
2022,15:00,Internacional,1,0,Santos,-139,+254,+423
2022,21:45,Atletico-MG,0,1,Palmeiras,-112,+234,+347
2022,21:45,Goias,0,1,Botafogo RJ,+229,+212,+133
2022,21:45,Internacional,0,0,Bragantino,-114,+249,+326
2022,21:00,Cuiaba,2,1,America MG,+148,+197,+218
2022,19:00,Corinthians,2,1,Atletico GO,-164,+277,+503
2022,19:00,Coritiba,1,0,Ceara,+123,+220,+241
2022,19:00,Fluminense,4,0,Juventude,-286,+416,+743
2022,19:00,Fortaleza,3,2,Flamengo RJ,+202,+197,+160
2022,21:00,Santos,2,0,Athletico-PR,+106,+225,+279
2022,20:00,Sao Paulo,4,0,Avai,-250,+357,+742
2022,20:00,Atletico GO,1,2,Internacional,+254,+217,+120
2022,19:00,Athletico-PR,2,2,Cuiaba,-141,+233,+494
2022,18:30,Palmeiras,1,0,Santos,-263,+359,+781
2022,18:00,America MG,1,0,Corinthians,+120,+206,+266
2022,18:00,Juventude,1,1,Fortaleza,+238,+212,+127
2022,16:00,Ceara,0,2,Sao Paulo,+161,+202,+194
2022,16:00,Flamengo RJ,1,2,Fluminense,-152,+273,+438
2022,11:00,Bragantino,1,1,Goias,-222,+329,+640
2022,19:00,Botafogo RJ,2,0,Coritiba,-182,+295,+547
2022,16:30,Avai,1,0,Atletico-MG,+358,+236,-116
2022,19:00,Goias,1,1,Flamengo RJ,+478,+297,-169
2022,16:00,Coritiba,2,0,Atletico GO,+121,+212,+256
2022,16:00,Sao Paulo,1,1,Corinthians,+148,+189,+229
2022,11:00,Avai,1,1,Athletico-PR,+236,+204,+134
2022,11:00,Botafogo RJ,0,0,America MG,+102,+225,+300
2022,21:00,Palmeiras,2,1,Juventude,-556,+584,+1595
2022,19:00,Fluminense,2,1,Fortaleza,-143,+258,+437
2022,16:30,Ceara,2,1,Santos,+114,+204,+291
2022,16:30,Internacional,1,0,Cuiaba,-167,+263,+553
2022,17:00,Atletico-MG,1,1,Bragantino,-152,+270,+455
2022,20:00,Santos,1,2,Goias,-169,+283,+494
2022,19:00,Cuiaba,1,1,Sao Paulo,+129,+184,+274
2022,18:00,Atletico GO,0,2,Atletico-MG,+332,+243,-114
2022,16:00,Corinthians,2,2,Internacional,+140,+194,+240
2022,16:00,Fortaleza,1,3,Botafogo RJ,-143,+248,+448
2022,11:00,Flamengo RJ,1,1,Ceara,-278,+379,+802
2022,20:30,America MG,2,0,Coritiba,-149,+260,+466
2022,19:00,Athletico-PR,1,0,Fluminense,+218,+227,+131
2022,19:00,Bragantino,2,2,Palmeiras,+165,+204,+188
2022,16:30,Juventude,1,1,Avai,+125,+208,+252
2022,21:30,Corinthians,1,0,Bragantino,+102,+208,+324
2022,20:00,Internacional,4,0,Juventude,-233,+342,+676
2022,18:00,Botafogo RJ,0,1,Flamengo RJ,+386,+264,-135
2022,18:00,Cuiaba,0,0,Santos,+135,+188,+254
2022,16:00,America MG,1,1,Atletico-MG,+451,+271,-152
2022,16:00,Sao Paulo,0,1,Fortaleza,-106,+235,+320
2022,21:00,Ceara,0,0,Athletico-PR,-128,+250,+383
2022,19:00,Fluminense,1,1,Palmeiras,+202,+216,+146
2022,16:30,Coritiba,1,0,Avai,-108,+238,+318
2022,16:30,Goias,2,1,Atletico GO,+167,+202,+187
2022,20:00,Avai,0,1,Internacional,+274,+218,+112
2022,19:00,Santos,1,0,Sao Paulo,+139,+202,+223
2022,18:00,Athletico-PR,1,1,America MG,-118,+248,+344
2022,18:00,Atletico GO,1,1,Cuiaba,+121,+199,+276
2022,18:00,Bragantino,1,1,Ceara,-118,+243,+355
2022,18:00,Fortaleza,1,0,Corinthians,-106,+223,+342
2022,16:00,Palmeiras,1,1,Flamengo RJ,+100,+239,+288
2022,11:00,Juventude,2,2,Botafogo RJ,+143,+209,+212
2022,19:00,Fluminense,5,2,Coritiba,-263,+379,+750
2022,16:30,Atletico-MG,0,1,Goias,-435,+522,+1161
2022,19:00,Internacional,3,0,Fluminense,+143,+213,+212
2022,18:00,America MG,1,0,Santos,+135,+209,+231
2022,16:00,Ceara,0,1,Fortaleza,+184,+196,+175
2022,16:00,Flamengo RJ,5,0,Athletico-PR,-312,+421,+889
2022,16:00,Sao Paulo,3,0,Bragantino,+114,+235,+250
2022,11:00,Coritiba,0,1,Atletico-MG,+409,+268,-141
2022,21:00,Botafogo RJ,0,0,Atletico GO,+102,+235,+285
2022,20:30,Cuiaba,1,0,Juventude,+100,+206,+344
2022,19:00,Corinthians,0,1,Palmeiras,+240,+204,+133
2022,16:30,Goias,1,1,Avai,-105,+237,+317
2022,20:00,Coritiba,1,2,Santos,+165,+204,+191
2022,19:00,Atletico-MG,2,3,Athletico-PR,-200,+309,+598
2022,18:00,Fortaleza,3,0,Internacional,-132,+262,+387
2022,16:00,Fluminense,1,0,Cuiaba,-200,+286,+649
2022,16:00,Palmeiras,3,0,Goias,-400,+508,+977
2022,20:30,Sao Paulo,0,2,Flamengo RJ,+234,+221,+127
2022,19:00,Atletico GO,2,1,Bragantino,+208,+219,+142
2022,19:00,Avai,1,1,Corinthians,+219,+194,+152
2022,16:30,Botafogo RJ,1,1,Ceara,+137,+204,+231
2022,16:30,Juventude,0,1,America MG,+139,+215,+216
2022,20:00,Santos,2,2,Fluminense,+204,+212,+147
2022,19:00,Bragantino,1,0,Juventude,-182,+290,+545
2022,18:00,America MG,3,1,Avai,-135,+249,+415
2022,18:00,Cuiaba,0,1,Fortaleza,+163,+189,+206
2022,16:00,Athletico-PR,1,0,Sao Paulo,+102,+225,+293
2022,16:00,Internacional,3,0,Atletico-MG,+213,+198,+152
2022,20:30,Flamengo RJ,4,1,Atletico GO,-222,+330,+632
2022,19:00,Corinthians,1,0,Botafogo RJ,-123,+227,+404
2022,16:30,Ceara,1,2,Palmeiras,+266,+225,+110
2022,16:30,Goias,1,0,Coritiba,+146,+211,+206
2022,20:00,Coritiba,1,0,Cuiaba,+112,+213,+280
2022,19:00,Fortaleza,0,0,Santos,-118,+248,+351
2022,18:00,Atletico GO,0,1,America MG,-115,+239,+354
2022,18:00,Atletico-MG,1,2,Corinthians,-217,+313,+733
2022,16:00,Juventude,1,0,Ceara,+212,+206,+148
2022,16:00,Fluminense,2,1,Bragantino,-109,+252,+305
2022,16:00,Palmeiras,2,1,Internacional,-222,+333,+686
2022,11:00,Avai,1,2,Flamengo RJ,+455,+292,-161
2022,21:00,Botafogo RJ,2,0,Athletico-PR,+138,+210,+219
2022,19:00,Sao Paulo,3,3,Goias,-238,+328,+727
2022,20:00,America MG,0,1,Palmeiras,+357,+252,-123
2022,19:00,Cuiaba,1,1,Atletico-MG,+283,+198,+121
2022,21:30,Corinthians,3,1,Coritiba,-152,+259,+487
2022,21:30,Santos,2,0,Botafogo RJ,-115,+243,+349
2022,20:30,Flamengo RJ,4,0,Juventude,-294,+421,+785
2022,20:30,Internacional,3,3,Sao Paulo,-115,+235,+371
2022,19:30,Athletico-PR,4,1,Atletico GO,-104,+231,+320
2022,19:00,Bragantino,2,1,Fortaleza,-125,+242,+393
2022,19:00,Goias,2,3,Fluminense,+326,+248,-111
2022,21:30,Ceara,1,0,Avai,-286,+388,+871
2022,20:00,Palmeiras,1,0,Cuiaba,-385,+466,+1158
2022,19:00,America MG,0,3,Bragantino,+177,+211,+172
2022,18:00,Atletico GO,0,1,Fortaleza,+106,+227,+280
2022,18:00,Botafogo RJ,0,1,Atletico-MG,+399,+248,-130
2022,16:00,Sao Paulo,2,2,Fluminense,+154,+202,+208
2022,11:00,Juventude,0,0,Goias,+104,+215,+312
2022,21:00,Ceara,3,1,Corinthians,-116,+218,+403
2022,19:00,Avai,1,0,Santos,+204,+208,+150
2022,19:00,Flamengo RJ,2,0,Coritiba,-208,+348,+545
2022,16:30,Athletico-PR,0,0,Internacional,+121,+219,+254
2022,20:00,Internacional,1,0,America MG,-156,+279,+454
2022,19:00,Cuiaba,2,0,Botafogo RJ,+127,+195,+269
2022,18:00,Atletico-MG,0,0,Sao Paulo,-172,+284,+536
2022,18:00,Fortaleza,0,0,Palmeiras,+271,+239,+104
2022,18:00,Santos,1,0,Atletico GO,-106,+233,+326
2022,16:00,Corinthians,1,0,Flamengo RJ,+200,+195,+165
2022,11:00,Coritiba,2,2,Juventude,-112,+236,+334
2022,20:30,Goias,2,1,Athletico-PR,+177,+197,+181
2022,19:00,Fluminense,2,1,Ceara,-139,+254,+423
2022,16:30,Bragantino,4,0,Avai,-204,+318,+578
2022,20:00,Bragantino,0,1,Botafogo RJ,-143,+254,+444
2022,18:00,America MG,1,0,Goias,-125,+237,+384
2022,18:00,Coritiba,2,1,Fortaleza,+139,+216,+210
2022,16:00,Atletico GO,1,2,Sao Paulo,+167,+212,+177
2022,11:00,Avai,1,2,Cuiaba,+123,+199,+266
2022,21:00,Palmeiras,0,2,Athletico-PR,-294,+428,+768
2022,19:00,Ceara,1,1,Internacional,+112,+215,+278
2022,19:00,Santos,1,2,Flamengo RJ,+194,+213,+152
2022,16:30,Juventude,1,2,Atletico-MG,+359,+231,-116
2022,16:30,Fluminense,4,0,Corinthians,-164,+250,+579
2022,18:00,Ceara,1,1,Atletico GO,-102,+227,+313
2022,18:00,Goias,1,0,Cuiaba,+144,+193,+235
2022,18:00,Sao Paulo,0,0,Juventude,-179,+277,+586
2022,16:00,Avai,2,2,Palmeiras,+397,+227,-120
2022,16:00,Botafogo RJ,0,1,Fluminense,+206,+204,+150
2022,21:00,Atletico-MG,3,2,Fortaleza,-122,+229,+411
2022,19:00,Corinthians,0,0,Santos,+125,+197,+270
2022,19:00,Flamengo RJ,3,0,America MG,-196,+321,+555
2022,16:30,Athletico-PR,4,2,Bragantino,+219,+209,+141
2022,21:30,Internacional,3,0,Coritiba,-132,+258,+382
2022,20:00,Sao Paulo,1,2,Palmeiras,+204,+206,+150
2022,19:00,Fluminense,2,0,Avai,-152,+259,+474
2022,18:00,Atletico GO,3,1,Juventude,-135,+265,+413
2022,18:00,Fortaleza,1,0,America MG,-135,+264,+398
2022,18:00,Internacional,2,3,Botafogo RJ,-182,+290,+562
2022,16:00,Atletico-MG,2,0,Flamengo RJ,-102,+250,+287
2022,16:00,Corinthians,1,0,Goias,-189,+288,+596
2022,16:00,Coritiba,0,1,Athletico-PR,+163,+192,+202
2022,21:00,Santos,2,2,Bragantino,+114,+219,+270
2022,19:00,Cuiaba,0,0,Ceara,+181,+192,+185
2022,19:00,Avai,3,2,Fortaleza,+215,+212,+140
2022,18:00,Palmeiras,4,2,Atletico GO,-238,+357,+670
2022,16:00,Botafogo RJ,1,0,Sao Paulo,+240,+200,+133
2022,21:30,America MG,0,0,Fluminense,+133,+204,+243
2022,21:30,Athletico-PR,1,1,Corinthians,+137,+202,+234
2022,20:30,Flamengo RJ,2,0,Cuiaba,-312,+426,+834
2022,20:30,Goias,1,2,Internacional,+252,+210,+125
2022,19:00,Bragantino,4,2,Coritiba,-185,+285,+593
2022,19:00,Ceara,0,0,Atletico-MG,+254,+214,+122
2022,21:30,Juventude,1,2,Santos,+131,+198,+246
2022,19:00,Botafogo RJ,0,1,Avai,-118,+238,+363
2022,19:00,Fortaleza,0,0,Athletico-PR,-159,+283,+463
2022,18:00,Coritiba,0,2,Palmeiras,+409,+276,-145
2022,16:00,Goias,1,1,Ceara,+184,+200,+172
2022,16:00,Sao Paulo,1,0,America MG,-139,+252,+438
2022,21:00,Internacional,3,1,Flamengo RJ,+221,+216,+136
2022,19:00,Atletico-MG,1,1,Santos,-222,+333,+663
2022,19:00,Cuiaba,1,1,Bragantino,+250,+192,+135
2022,19:00,Fluminense,0,2,Atletico GO,-114,+234,+354
2022,16:30,Corinthians,2,0,Juventude,-128,+225,+443
2022,20:00,Coritiba,1,1,Sao Paulo,+234,+204,+136
2022,20:00,Fortaleza,1,1,Goias,-196,+304,+608
2022,19:00,Palmeiras,4,0,Botafogo RJ,-250,+384,+659
2022,21:30,Fluminense,5,3,Atletico-MG,+276,+199,+123
2022,21:30,Santos,1,1,Internacional,+122,+199,+273
2022,20:30,Atletico GO,2,1,Avai,-154,+263,+479
2022,20:30,Bragantino,1,0,Flamengo RJ,+144,+216,+211
2022,19:00,America MG,0,2,Ceara,+124,+199,+271
2022,19:00,Juventude,1,3,Athletico-PR,+174,+189,+195
2022,21:30,Cuiaba,1,0,Corinthians,+200,+183,+175
2022,20:00,Botafogo RJ,1,2,Goias,-141,+240,+479
2022,19:00,Bragantino,0,2,Internacional,+131,+206,+243
2022,16:00,Flamengo RJ,1,2,Fortaleza,-196,+317,+570
2022,16:00,Palmeiras,0,0,Atletico-MG,+114,+229,+252
2022,11:00,Juventude,1,0,Fluminense,+168,+196,+192
2022,20:30,Atletico GO,0,1,Corinthians,+144,+206,+215
2022,19:00,Athletico-PR,2,2,Santos,+108,+222,+277
2022,19:00,Avai,1,1,Sao Paulo,+316,+206,+106
2022,19:00,Ceara,1,1,Coritiba,-169,+288,+495
2022,16:30,America MG,2,1,Cuiaba,-123,+219,+430
2022,20:30,Fortaleza,0,1,Ceara,+148,+193,+221
2022,20:00,Internacional,1,1,Atletico GO,-167,+275,+516
2022,19:00,Atletico-MG,2,1,Avai,-476,+526,+1359
2022,18:00,Corinthians,1,1,America MG,-159,+266,+495
2022,18:00,Cuiaba,0,1,Athletico-PR,+159,+179,+225
2022,18:00,Fluminense,1,2,Flamengo RJ,+320,+237,-106
2022,16:00,Coritiba,1,0,Botafogo RJ,+177,+200,+177
2022,16:00,Santos,0,1,Palmeiras,+312,+237,-105
2022,20:30,Fortaleza,1,1,Juventude,-172,+280,+535
2022,19:00,Sao Paulo,2,2,Ceara,-139,+248,+448
2022,16:30,Goias,1,1,Bragantino,+191,+192,+173
2022,19:00,Athletico-PR,2,1,Avai,-167,+272,+531
2022,16:00,Corinthians,1,1,Sao Paulo,+149,+187,+231
2022,16:00,Fortaleza,0,1,Fluminense,+102,+223,+303
2022,21:00,America MG,1,1,Botafogo RJ,+166,+204,+184
2022,21:00,Cuiaba,1,1,Internacional,+192,+190,+173
2022,19:00,Juventude,0,3,Palmeiras,+376,+237,-120
2022,18:30,Santos,0,0,Ceara,+131,+211,+234
2022,16:30,Atletico GO,2,0,Coritiba,+112,+224,+268
2022,16:30,Flamengo RJ,1,0,Goias,-588,+617,+1548
2022,19:00,Goias,1,0,Santos,+210,+208,+147
2022,18:00,Avai,1,2,Juventude,+129,+202,+250
2022,18:00,Botafogo RJ,3,1,Fortaleza,+127,+210,+240
2022,17:30,Coritiba,1,0,America MG,+118,+213,+263
2022,16:00,Sao Paulo,2,1,Cuiaba,-213,+307,+686
2022,21:00,Fluminense,2,1,Athletico-PR,+106,+212,+305
2022,19:00,Atletico-MG,2,0,Atletico GO,-385,+499,+964
2022,19:00,Internacional,2,2,Corinthians,+124,+215,+252
2022,16:30,Ceara,2,2,Flamengo RJ,+291,+248,-103
2022,16:30,Palmeiras,2,0,Bragantino,-294,+424,+778
2022,20:30,Bragantino,1,1,Atletico-MG,+248,+212,+125
2022,20:00,Avai,2,1,Coritiba,+135,+211,+229
2022,19:00,Juventude,1,1,Internacional,+179,+195,+184
2022,19:00,Fortaleza,1,1,Sao Paulo,+145,+208,+218
2022,18:00,Bragantino,0,1,Corinthians,+158,+206,+197
2022,18:00,Santos,4,1,Cuiaba,-115,+220,+405
2022,16:00,Atletico GO,0,1,Goias,-130,+242,+426
2022,16:00,Palmeiras,1,1,Fluminense,-213,+334,+650
2022,11:00,Flamengo RJ,0,1,Botafogo RJ,-208,+337,+587
2022,20:30,Athletico-PR,1,0,Ceara,+112,+221,+279
2022,16:30,Atletico-MG,1,2,America MG,-227,+357,+632
2022,20:00,Sao Paulo,2,1,Santos,-159,+275,+498
2022,19:00,Internacional,0,0,Avai,-189,+293,+612
2022,16:00,Corinthians,1,0,Fortaleza,-123,+242,+392
2022,16:00,Coritiba,3,2,Fluminense,+152,+196,+218
2022,11:00,Botafogo RJ,1,1,Juventude,-110,+231,+342
2022,19:00,Cuiaba,1,1,Atletico GO,+127,+197,+261
2022,18:30,Goias,2,2,Atletico-MG,+625,+323,-208
2022,16:30,America MG,1,0,Athletico-PR,-102,+222,+330
2022,16:30,Ceara,0,1,Bragantino,+104,+229,+298
2022,20:00,Avai,3,2,Goias,+125,+194,+280
2022,18:30,Atletico GO,1,1,Botafogo RJ,+125,+233,+229
2022,18:00,Juventude,0,1,Cuiaba,+106,+204,+326
2022,16:00,Santos,3,0,America MG,+124,+208,+259
2022,21:00,Atletico-MG,2,2,Coritiba,-417,+479,+1334
2022,19:00,Fluminense,0,1,Internacional,-118,+229,+387
2022,19:00,Palmeiras,3,0,Corinthians,-111,+234,+354
2022,16:30,Athletico-PR,1,0,Flamengo RJ,+264,+240,+108
2022,16:30,Bragantino,1,1,Sao Paulo,+231,+214,+136
2022,19:30,Flamengo RJ,0,0,Palmeiras,+106,+242,+268
2022,19:00,Ceara,1,3,Botafogo RJ,-133,+267,+401
2022,18:00,Athletico-PR,0,1,Atletico-MG,+271,+220,+117
2022,18:00,Bragantino,4,0,Atletico GO,-118,+249,+357
2022,18:00,Internacional,2,1,Fortaleza,+135,+217,+238
2022,16:00,Flamengo RJ,3,1,Sao Paulo,-133,+277,+380
2022,11:00,Santos,2,1,Coritiba,-101,+237,+308
2022,21:00,Cuiaba,0,1,Fluminense,+200,+191,+169
2022,19:00,America MG,4,1,Juventude,+104,+204,+337
2022,19:00,Corinthians,3,0,Avai,-200,+292,+702
2022,16:30,Goias,1,1,Palmeiras,+532,+293,-175
2022,20:00,Juventude,2,2,Bragantino,+146,+212,+216
2022,19:00,Avai,1,0,America MG,+196,+191,+172
2022,19:00,Sao Paulo,4,0,Athletico-PR,-156,+260,+524
2022,18:00,Fortaleza,0,1,Cuiaba,-115,+220,+400
2022,16:00,Atletico-MG,2,0,Internacional,-208,+330,+631
2022,16:00,Botafogo RJ,1,3,Corinthians,+172,+204,+189
2022,11:00,Coritiba,3,0,Goias,-114,+229,+365
2022,21:00,Palmeiras,2,3,Ceara,-233,+340,+719
2022,19:00,Atletico GO,1,1,Flamengo RJ,+312,+242,-104
2022,16:30,Fluminense,0,0,Santos,-132,+243,+437
2023,21:30,Bahia,4,1,Atletico-MG,+152,+252,+170
2023,21:30,Coritiba,0,2,Corinthians,+227,+223,+131
2023,21:30,Cruzeiro,1,1,Palmeiras,+293,+186,+125
2023,21:30,Cuiaba,3,0,Athletico-PR,+131,+211,+239
2023,21:30,Fluminense,2,3,Gremio,+108,+279,+227
2023,21:30,Internacional,3,1,Botafogo RJ,+108,+236,+266
2023,21:30,Santos,1,2,Fortaleza,-106,+229,+337
2023,21:30,Sao Paulo,1,0,Flamengo RJ,+237,+231,+122
2023,21:30,Vasco,2,1,Bragantino,+118,+233,+245
2023,19:00,Goias,1,0,America MG,-139,+299,+355
2023,18:30,America MG,3,2,Bahia,+274,+268,-104
2023,18:30,Athletico-PR,3,0,Santos,-103,+238,+308
2023,18:30,Botafogo RJ,0,0,Cruzeiro,-109,+244,+318
2023,18:30,Bragantino,1,0,Coritiba,-500,+619,+1199
2023,18:30,Fortaleza,1,0,Goias,-244,+353,+725
2023,18:30,Gremio,1,0,Vasco,-119,+257,+342
2023,16:00,Flamengo RJ,2,1,Cuiaba,-270,+369,+855
2023,16:00,Palmeiras,1,0,Fluminense,-370,+484,+974
2023,21:00,Atletico-MG,2,1,Sao Paulo,-152,+262,+503
2023,18:00,Corinthians,1,2,Internacional,+154,+186,+231
2023,20:30,Bragantino,1,2,Fortaleza,-125,+265,+358
2023,20:00,Cruzeiro,1,1,Athletico-PR,+100,+237,+298
2023,19:00,Gremio,2,1,Goias,-189,+336,+508
2023,21:30,Coritiba,1,1,Botafogo RJ,+376,+270,-132
2023,21:30,Palmeiras,4,0,America MG,-526,+636,+1269
2023,20:00,Bahia,0,1,Sao Paulo,+127,+212,+248
2023,20:00,Cuiaba,0,2,Internacional,+209,+184,+170
2023,19:30,Flamengo RJ,0,3,Atletico-MG,-135,+264,+413
2023,19:00,Santos,0,3,Fluminense,+143,+221,+206
2023,21:30,Vasco,2,4,Corinthians,-101,+215,+334
2023,21:00,Goias,0,1,Cruzeiro,+184,+209,+170
2023,18:30,America MG,0,3,Flamengo RJ,+674,+384,-250
2023,18:30,Fortaleza,2,2,Palmeiras,+221,+216,+138
2023,18:30,Internacional,1,0,Bragantino,+149,+231,+190
2023,18:30,Sao Paulo,0,0,Cuiaba,-152,+250,+535
2023,16:00,Atletico-MG,3,0,Gremio,-133,+267,+388
2023,16:00,Botafogo RJ,1,1,Santos,-122,+246,+373
2023,21:00,Fluminense,2,1,Coritiba,-294,+411,+841
2023,19:30,Athletico-PR,0,0,Vasco,-105,+240,+315
2023,21:00,Corinthians,1,5,Bahia,+106,+221,+295
2023,21:30,Flamengo RJ,1,0,Bragantino,+110,+243,+254
2023,19:00,Fortaleza,2,2,Botafogo RJ,+116,+239,+244
2023,21:30,Fluminense,1,0,Sao Paulo,+119,+216,+260
2023,19:00,Cruzeiro,2,2,Vasco,+114,+206,+291
2023,18:30,Fortaleza,0,1,Cruzeiro,-104,+218,+346
2023,18:30,Atletico-MG,2,1,Goias,-175,+286,+550
2023,18:30,Bahia,1,1,Athletico-PR,+129,+227,+223
2023,18:30,Cuiaba,2,1,Fortaleza,+177,+184,+196
2023,18:30,Santos,0,0,Sao Paulo,+168,+200,+188
2023,18:30,Vasco,2,1,America MG,-208,+333,+606
2023,16:00,Bragantino,2,2,Botafogo RJ,-141,+280,+387
2023,16:00,Gremio,0,1,Corinthians,-152,+276,+448
2023,21:00,Palmeiras,3,0,Internacional,-161,+300,+461
2023,18:30,Flamengo RJ,1,1,Fluminense,-105,+248,+297
2023,16:00,Coritiba,1,0,Cruzeiro,+248,+231,+118
2023,20:00,Bahia,0,3,Cuiaba,-118,+238,+365
2023,20:00,Botafogo RJ,3,4,Gremio,-110,+265,+293
2023,19:00,Corinthians,1,1,Atletico-MG,+183,+187,+186
2023,19:00,Goias,0,1,Santos,+114,+225,+256
2023,21:30,Flamengo RJ,3,0,Palmeiras,+141,+221,+206
2023,20:00,Athletico-PR,1,1,Fortaleza,-103,+241,+301
2023,20:00,Sao Paulo,1,0,Bragantino,+210,+227,+136
2023,19:00,America MG,0,3,Coritiba,-137,+292,+361
2023,19:00,Internacional,0,0,Fluminense,-118,+252,+342
2023,21:00,Santos,0,0,Cuiaba,-123,+238,+401
2023,19:00,Vasco,1,0,Botafogo RJ,+133,+227,+217
2023,18:30,Coritiba,0,1,Goias,+163,+225,+174
2023,16:00,Bragantino,1,0,Corinthians,-169,+309,+466
2023,16:00,Cruzeiro,1,2,Internacional,+114,+210,+281
2023,16:00,Fortaleza,0,2,Flamengo RJ,+152,+214,+197
2023,21:30,Palmeiras,1,0,Athletico-PR,-149,+279,+432
2023,19:30,America MG,1,1,Atletico-MG,+351,+265,-125
2023,19:30,Gremio,1,0,Bahia,-135,+275,+384
2023,20:00,Sao Paulo,1,0,Cruzeiro,-115,+231,+368
2023,18:00,Goias,0,2,Bragantino,+222,+234,+125
2023,17:00,Cuiaba,0,2,Vasco,+160,+198,+200
2023,21:30,Atletico-MG,3,1,Fortaleza,-139,+258,+426
2023,21:30,Botafogo RJ,3,4,Palmeiras,+199,+213,+150
2023,20:00,Coritiba,1,2,Gremio,+213,+262,+119
2023,20:00,Flamengo RJ,1,2,Santos,-217,+334,+614
2023,19:00,Corinthians,1,0,Athletico-PR,+168,+197,+191
2023,19:00,Internacional,1,1,America MG,-175,+325,+453
2023,19:00,Bahia,1,0,Fluminense,-217,+347,+598
2023,20:00,Botafogo RJ,0,1,Cuiaba,-156,+261,+484
2023,18:30,Corinthians,1,1,Santos,+110,+225,+272
2023,18:30,Internacional,3,4,Coritiba,-250,+372,+714
2023,16:00,Athletico-PR,1,1,Sao Paulo,+104,+231,+285
2023,16:00,Goias,1,1,Vasco,+145,+208,+214
2023,21:00,Atletico-MG,2,0,Fluminense,-143,+265,+416
